province_territory,claim_office_type,total_flag,year_month,year,month,value
Prince Edward Island,Inland,False,2018-07,2018,7,0
Nova Scotia,Inland,False,2018-07,2018,7,2
New Brunswick,Inland,False,2018-07,2018,7,5
Quebec,Inland,False,2018-07,2018,7,600
Ontario,Inland,False,2018-07,2018,7,945
Manitoba,Inland,False,2018-07,2018,7,10
Saskatchewan,Inland,False,2018-07,2018,7,5
Alberta,Inland,False,2018-07,2018,7,105
British Columbia,Inland,False,2018-07,2018,7,125
Yukon,Inland,False,2018-07,2018,7,0
Northwest Territories,Inland,False,2018-07,2018,7,0
Nunavut,Inland,False,2018-07,2018,7,0
Province/Territory of claim not stated,Inland,False,2018-07,2018,7,0
,Inland - Total,True,2018-07,2018,7,1805
,Other Offices,False,2018-07,2018,7,2
,Total ,True,2018-07,2018,7,4400
Newfoundland and Labrador,Airport,False,2018-08,2018,8,0
Nova Scotia,Airport,False,2018-08,2018,8,2
New Brunswick,Airport,False,2018-08,2018,8,0
Quebec,Airport,False,2018-08,2018,8,230
Ontario,Airport,False,2018-08,2018,8,305
Manitoba,Airport,False,2018-08,2018,8,0
Saskatchewan,Airport,False,2018-08,2018,8,0
Alberta,Airport,False,2018-08,2018,8,2
British Columbia,Airport,False,2018-08,2018,8,10
Nunavut,Airport,False,2018-08,2018,8,0
,Airport - Total,True,2018-08,2018,8,550
Newfoundland and Labrador,Border,False,2018-08,2018,8,0
Nova Scotia,Border,False,2018-08,2018,8,0
New Brunswick,Border,False,2018-08,2018,8,2
Quebec,Border,False,2018-08,2018,8,1740
Ontario,Border,False,2018-08,2018,8,385
Manitoba,Border,False,2018-08,2018,8,40
Saskatchewan,Border,False,2018-08,2018,8,0
Alberta,Border,False,2018-08,2018,8,35
British Columbia,Border,False,2018-08,2018,8,55
Yukon,Border,False,2018-08,2018,8,2
,Border - Total,True,2018-08,2018,8,2265
Newfoundland and Labrador,Inland,False,2018-08,2018,8,2
Prince Edward Island,Inland,False,2018-08,2018,8,0
Nova Scotia,Inland,False,2018-08,2018,8,5
New Brunswick,Inland,False,2018-08,2018,8,2
Quebec,Inland,False,2018-08,2018,8,620
Ontario,Inland,False,2018-08,2018,8,1255
Manitoba,Inland,False,2018-08,2018,8,20
Saskatchewan,Inland,False,2018-08,2018,8,2
Alberta,Inland,False,2018-08,2018,8,115
British Columbia,Inland,False,2018-08,2018,8,140
Yukon,Inland,False,2018-08,2018,8,0
Northwest Territories,Inland,False,2018-08,2018,8,0
Nunavut,Inland,False,2018-08,2018,8,0
Province/Territory of claim not stated,Inland,False,2018-08,2018,8,0
,Inland - Total,True,2018-08,2018,8,2165
,Other Offices,False,2018-08,2018,8,2
,Total ,True,2018-08,2018,8,4980
Newfoundland and Labrador,Airport,False,2018-09,2018,9,2
Nova Scotia,Airport,False,2018-09,2018,9,2
New Brunswick,Airport,False,2018-09,2018,9,0
Quebec,Airport,False,2018-09,2018,9,325
Ontario,Airport,False,2018-09,2018,9,350
Manitoba,Airport,False,2018-09,2018,9,2
Saskatchewan,Airport,False,2018-09,2018,9,0
Alberta,Airport,False,2018-09,2018,9,10
British Columbia,Airport,False,2018-09,2018,9,15
Nunavut,Airport,False,2018-09,2018,9,0
,Airport - Total,True,2018-09,2018,9,705
Newfoundland and Labrador,Border,False,2018-09,2018,9,0
Nova Scotia,Border,False,2018-09,2018,9,0
New Brunswick,Border,False,2018-09,2018,9,2
Quebec,Border,False,2018-09,2018,9,1530
Ontario,Border,False,2018-09,2018,9,375
Manitoba,Border,False,2018-09,2018,9,45
Saskatchewan,Border,False,2018-09,2018,9,0
Alberta,Border,False,2018-09,2018,9,20
British Columbia,Border,False,2018-09,2018,9,90
Yukon,Border,False,2018-09,2018,9,0
,Border - Total,True,2018-09,2018,9,2065
Newfoundland and Labrador,Inland,False,2018-09,2018,9,0
Prince Edward Island,Inland,False,2018-09,2018,9,0
Nova Scotia,Inland,False,2018-09,2018,9,5
New Brunswick,Inland,False,2018-09,2018,9,2
Quebec,Inland,False,2018-09,2018,9,680
Ontario,Inland,False,2018-09,2018,9,1445
Manitoba,Inland,False,2018-09,2018,9,15
Saskatchewan,Inland,False,2018-09,2018,9,5
Alberta,Inland,False,2018-09,2018,9,110
British Columbia,Inland,False,2018-09,2018,9,135
Yukon,Inland,False,2018-09,2018,9,0
Northwest Territories,Inland,False,2018-09,2018,9,0
Nunavut,Inland,False,2018-09,2018,9,0
Province/Territory of claim not stated,Inland,False,2018-09,2018,9,0
,Inland - Total,True,2018-09,2018,9,2395
,Other Offices,False,2018-09,2018,9,2
,Total ,True,2018-09,2018,9,5170
Newfoundland and Labrador,Airport,False,2018-10,2018,10,0
Nova Scotia,Airport,False,2018-10,2018,10,2
New Brunswick,Airport,False,2018-10,2018,10,0
Quebec,Airport,False,2018-10,2018,10,260
Ontario,Airport,False,2018-10,2018,10,295
Manitoba,Airport,False,2018-10,2018,10,0
Saskatchewan,Airport,False,2018-10,2018,10,0
Alberta,Airport,False,2018-10,2018,10,15
British Columbia,Airport,False,2018-10,2018,10,15
Nunavut,Airport,False,2018-10,2018,10,0
,Airport - Total,True,2018-10,2018,10,585
Newfoundland and Labrador,Border,False,2018-10,2018,10,0
Nova Scotia,Border,False,2018-10,2018,10,0
New Brunswick,Border,False,2018-10,2018,10,0
Quebec,Border,False,2018-10,2018,10,1385
Ontario,Border,False,2018-10,2018,10,320
Manitoba,Border,False,2018-10,2018,10,25
Saskatchewan,Border,False,2018-10,2018,10,2
Alberta,Border,False,2018-10,2018,10,30
British Columbia,Border,False,2018-10,2018,10,55
Yukon,Border,False,2018-10,2018,10,0
,Border - Total,True,2018-10,2018,10,1820
Newfoundland and Labrador,Inland,False,2018-10,2018,10,2
Prince Edward Island,Inland,False,2018-10,2018,10,0
Nova Scotia,Inland,False,2018-10,2018,10,10
New Brunswick,Inland,False,2018-10,2018,10,5
Quebec,Inland,False,2018-10,2018,10,995
Ontario,Inland,False,2018-10,2018,10,1815
Manitoba,Inland,False,2018-10,2018,10,15
Saskatchewan,Inland,False,2018-10,2018,10,10
Alberta,Inland,False,2018-10,2018,10,150
British Columbia,Inland,False,2018-10,2018,10,200
Yukon,Inland,False,2018-10,2018,10,0
Northwest Territories,Inland,False,2018-10,2018,10,0
Nunavut,Inland,False,2018-10,2018,10,0
Province/Territory of claim not stated,Inland,False,2018-10,2018,10,0
,Inland - Total,True,2018-10,2018,10,3200
,Other Offices,False,2018-10,2018,10,2
,Total ,True,2018-10,2018,10,5610
Newfoundland and Labrador,Airport,False,2018-11,2018,11,0
Nova Scotia,Airport,False,2018-11,2018,11,0
New Brunswick,Airport,False,2018-11,2018,11,0
Quebec,Airport,False,2018-11,2018,11,320
Ontario,Airport,False,2018-11,2018,11,335
Manitoba,Airport,False,2018-11,2018,11,0
Saskatchewan,Airport,False,2018-11,2018,11,0
Alberta,Airport,False,2018-11,2018,11,10
British Columbia,Airport,False,2018-11,2018,11,20
Nunavut,Airport,False,2018-11,2018,11,0
,Airport - Total,True,2018-11,2018,11,690
Newfoundland and Labrador,Border,False,2018-11,2018,11,0
Nova Scotia,Border,False,2018-11,2018,11,0
New Brunswick,Border,False,2018-11,2018,11,2
Quebec,Border,False,2018-11,2018,11,1070
Ontario,Border,False,2018-11,2018,11,235
Manitoba,Border,False,2018-11,2018,11,20
Saskatchewan,Border,False,2018-11,2018,11,0
Alberta,Border,False,2018-11,2018,11,20
British Columbia,Border,False,2018-11,2018,11,40
Yukon,Border,False,2018-11,2018,11,0
,Border - Total,True,2018-11,2018,11,1385
Newfoundland and Labrador,Inland,False,2018-11,2018,11,5
Prince Edward Island,Inland,False,2018-11,2018,11,0
Nova Scotia,Inland,False,2018-11,2018,11,2
New Brunswick,Inland,False,2018-11,2018,11,2
Quebec,Inland,False,2018-11,2018,11,870
Ontario,Inland,False,2018-11,2018,11,1930
Manitoba,Inland,False,2018-11,2018,11,20
Saskatchewan,Inland,False,2018-11,2018,11,2
Alberta,Inland,False,2018-11,2018,11,110
British Columbia,Inland,False,2018-11,2018,11,185
Yukon,Inland,False,2018-11,2018,11,0
Northwest Territories,Inland,False,2018-11,2018,11,0
Nunavut,Inland,False,2018-11,2018,11,0
Province/Territory of claim not stated,Inland,False,2018-11,2018,11,0
,Inland - Total,True,2018-11,2018,11,3130
,Other Offices,False,2018-11,2018,11,2
,Total ,True,2018-11,2018,11,5210
Newfoundland and Labrador,Airport,False,2018-12,2018,12,0
Nova Scotia,Airport,False,2018-12,2018,12,0
New Brunswick,Airport,False,2018-12,2018,12,0
Quebec,Airport,False,2018-12,2018,12,340
Ontario,Airport,False,2018-12,2018,12,355
Manitoba,Airport,False,2018-12,2018,12,0
Saskatchewan,Airport,False,2018-12,2018,12,0
Alberta,Airport,False,2018-12,2018,12,5
British Columbia,Airport,False,2018-12,2018,12,20
Nunavut,Airport,False,2018-12,2018,12,0
,Airport - Total,True,2018-12,2018,12,720
Newfoundland and Labrador,Border,False,2018-12,2018,12,0
Nova Scotia,Border,False,2018-12,2018,12,0
New Brunswick,Border,False,2018-12,2018,12,0
Quebec,Border,False,2018-12,2018,12,1280
Ontario,Border,False,2018-12,2018,12,235
Manitoba,Border,False,2018-12,2018,12,20
Saskatchewan,Border,False,2018-12,2018,12,0
Alberta,Border,False,2018-12,2018,12,15
British Columbia,Border,False,2018-12,2018,12,50
Yukon,Border,False,2018-12,2018,12,0
,Border - Total,True,2018-12,2018,12,1600
Newfoundland and Labrador,Inland,False,2018-12,2018,12,0
Prince Edward Island,Inland,False,2018-12,2018,12,0
Nova Scotia,Inland,False,2018-12,2018,12,5
New Brunswick,Inland,False,2018-12,2018,12,2
Quebec,Inland,False,2018-12,2018,12,605
Ontario,Inland,False,2018-12,2018,12,1230
Manitoba,Inland,False,2018-12,2018,12,15
Saskatchewan,Inland,False,2018-12,2018,12,2
Alberta,Inland,False,2018-12,2018,12,125
British Columbia,Inland,False,2018-12,2018,12,130
Yukon,Inland,False,2018-12,2018,12,0
Northwest Territories,Inland,False,2018-12,2018,12,0
Nunavut,Inland,False,2018-12,2018,12,0
Province/Territory of claim not stated,Inland,False,2018-12,2018,12,0
,Inland - Total,True,2018-12,2018,12,2110
,Other Offices,False,2018-12,2018,12,2
,Total ,True,2018-12,2018,12,4430
Newfoundland and Labrador,Airport,False,2019-01,2019,1,0
Nova Scotia,Airport,False,2019-01,2019,1,0
New Brunswick,Airport,False,2019-01,2019,1,0
Quebec,Airport,False,2019-01,2019,1,245
Ontario,Airport,False,2019-01,2019,1,225
Manitoba,Airport,False,2019-01,2019,1,0
Saskatchewan,Airport,False,2019-01,2019,1,0
Alberta,Airport,False,2019-01,2019,1,10
British Columbia,Airport,False,2019-01,2019,1,15
Nunavut,Airport,False,2019-01,2019,1,0
,Airport - Total,True,2019-01,2019,1,490
Newfoundland and Labrador,Border,False,2019-01,2019,1,0
Nova Scotia,Border,False,2019-01,2019,1,0
New Brunswick,Border,False,2019-01,2019,1,2
Quebec,Border,False,2019-01,2019,1,900
Ontario,Border,False,2019-01,2019,1,220
Manitoba,Border,False,2019-01,2019,1,2
Saskatchewan,Border,False,2019-01,2019,1,0
Alberta,Border,False,2019-01,2019,1,20
British Columbia,Border,False,2019-01,2019,1,30
Yukon,Border,False,2019-01,2019,1,0
,Border - Total,True,2019-01,2019,1,1175
Newfoundland and Labrador,Inland,False,2019-01,2019,1,2
Prince Edward Island,Inland,False,2019-01,2019,1,0
Nova Scotia,Inland,False,2019-01,2019,1,10
New Brunswick,Inland,False,2019-01,2019,1,10
Quebec,Inland,False,2019-01,2019,1,750
Ontario,Inland,False,2019-01,2019,1,1675
Manitoba,Inland,False,2019-01,2019,1,10
Saskatchewan,Inland,False,2019-01,2019,1,15
Alberta,Inland,False,2019-01,2019,1,100
British Columbia,Inland,False,2019-01,2019,1,185
Yukon,Inland,False,2019-01,2019,1,0
Northwest Territories,Inland,False,2019-01,2019,1,0
Nunavut,Inland,False,2019-01,2019,1,0
Province/Territory of claim not stated,Inland,False,2019-01,2019,1,0
,Inland - Total,True,2019-01,2019,1,2755
,Other Offices,False,2019-01,2019,1,0
,Total ,True,2019-01,2019,1,4425
Newfoundland and Labrador,Airport,False,2019-02,2019,2,0
Nova Scotia,Airport,False,2019-02,2019,2,0
New Brunswick,Airport,False,2019-02,2019,2,0
Quebec,Airport,False,2019-02,2019,2,220
Ontario,Airport,False,2019-02,2019,2,245
Manitoba,Airport,False,2019-02,2019,2,0
Saskatchewan,Airport,False,2019-02,2019,2,0
Alberta,Airport,False,2019-02,2019,2,2
British Columbia,Airport,False,2019-02,2019,2,20
Nunavut,Airport,False,2019-02,2019,2,0
,Airport - Total,True,2019-02,2019,2,485
Newfoundland and Labrador,Border,False,2019-02,2019,2,0
Nova Scotia,Border,False,2019-02,2019,2,0
New Brunswick,Border,False,2019-02,2019,2,0
Quebec,Border,False,2019-02,2019,2,825
Ontario,Border,False,2019-02,2019,2,205
Manitoba,Border,False,2019-02,2019,2,5
Saskatchewan,Border,False,2019-02,2019,2,0
Alberta,Border,False,2019-02,2019,2,2
British Columbia,Border,False,2019-02,2019,2,25
Yukon,Border,False,2019-02,2019,2,0
,Border - Total,True,2019-02,2019,2,1060
Newfoundland and Labrador,Inland,False,2019-02,2019,2,2
Prince Edward Island,Inland,False,2019-02,2019,2,0
Nova Scotia,Inland,False,2019-02,2019,2,10
New Brunswick,Inland,False,2019-02,2019,2,2
Quebec,Inland,False,2019-02,2019,2,770
Ontario,Inland,False,2019-02,2019,2,1585
Manitoba,Inland,False,2019-02,2019,2,25
Saskatchewan,Inland,False,2019-02,2019,2,5
Alberta,Inland,False,2019-02,2019,2,105
British Columbia,Inland,False,2019-02,2019,2,190
Yukon,Inland,False,2019-02,2019,2,0
Northwest Territories,Inland,False,2019-02,2019,2,0
Nunavut,Inland,False,2019-02,2019,2,0
Province/Territory of claim not stated,Inland,False,2019-02,2019,2,0
,Inland - Total,True,2019-02,2019,2,2695
,Other Offices,False,2019-02,2019,2,2
,Total ,True,2019-02,2019,2,4240
Newfoundland and Labrador,Airport,False,2019-03,2019,3,0
Nova Scotia,Airport,False,2019-03,2019,3,0
New Brunswick,Airport,False,2019-03,2019,3,0
Quebec,Airport,False,2019-03,2019,3,225
Ontario,Airport,False,2019-03,2019,3,345
Manitoba,Airport,False,2019-03,2019,3,0
Saskatchewan,Airport,False,2019-03,2019,3,0
Alberta,Airport,False,2019-03,2019,3,0
British Columbia,Airport,False,2019-03,2019,3,25
Nunavut,Airport,False,2019-03,2019,3,0
,Airport - Total,True,2019-03,2019,3,595
Newfoundland and Labrador,Border,False,2019-03,2019,3,0
Nova Scotia,Border,False,2019-03,2019,3,0
New Brunswick,Border,False,2019-03,2019,3,2
Quebec,Border,False,2019-03,2019,3,995
Ontario,Border,False,2019-03,2019,3,210
Manitoba,Border,False,2019-03,2019,3,15
Saskatchewan,Border,False,2019-03,2019,3,0
Alberta,Border,False,2019-03,2019,3,10
British Columbia,Border,False,2019-03,2019,3,65
Yukon,Border,False,2019-03,2019,3,0
,Border - Total,True,2019-03,2019,3,1300
Newfoundland and Labrador,Inland,False,2019-03,2019,3,2
Prince Edward Island,Inland,False,2019-03,2019,3,0
Nova Scotia,Inland,False,2019-03,2019,3,5
New Brunswick,Inland,False,2019-03,2019,3,2
Quebec,Inland,False,2019-03,2019,3,680
Ontario,Inland,False,2019-03,2019,3,1350
Manitoba,Inland,False,2019-03,2019,3,2
Saskatchewan,Inland,False,2019-03,2019,3,5
Alberta,Inland,False,2019-03,2019,3,95
British Columbia,Inland,False,2019-03,2019,3,185
Yukon,Inland,False,2019-03,2019,3,0
Northwest Territories,Inland,False,2019-03,2019,3,0
Nunavut,Inland,False,2019-03,2019,3,0
Province/Territory of claim not stated,Inland,False,2019-03,2019,3,0
,Inland - Total,True,2019-03,2019,3,2330
,Other Offices,False,2019-03,2019,3,0
,Total ,True,2019-03,2019,3,4225
Newfoundland and Labrador,Airport,False,2019-04,2019,4,0
Nova Scotia,Airport,False,2019-04,2019,4,0
New Brunswick,Airport,False,2019-04,2019,4,0
Quebec,Airport,False,2019-04,2019,4,225
Ontario,Airport,False,2019-04,2019,4,265
Manitoba,Airport,False,2019-04,2019,4,0
Saskatchewan,Airport,False,2019-04,2019,4,0
Alberta,Airport,False,2019-04,2019,4,15
British Columbia,Airport,False,2019-04,2019,4,45
Nunavut,Airport,False,2019-04,2019,4,0
,Airport - Total,True,2019-04,2019,4,545
Newfoundland and Labrador,Border,False,2019-04,2019,4,0
Nova Scotia,Border,False,2019-04,2019,4,0
New Brunswick,Border,False,2019-04,2019,4,0
Quebec,Border,False,2019-04,2019,4,1220
Ontario,Border,False,2019-04,2019,4,225
Manitoba,Border,False,2019-04,2019,4,20
Saskatchewan,Border,False,2019-04,2019,4,0
Alberta,Border,False,2019-04,2019,4,10
British Columbia,Border,False,2019-04,2019,4,35
Yukon,Border,False,2019-04,2019,4,0
,Border - Total,True,2019-04,2019,4,1510
Newfoundland and Labrador,Inland,False,2019-04,2019,4,2
Prince Edward Island,Inland,False,2019-04,2019,4,0
Nova Scotia,Inland,False,2019-04,2019,4,5
New Brunswick,Inland,False,2019-04,2019,4,2
Quebec,Inland,False,2019-04,2019,4,680
Ontario,Inland,False,2019-04,2019,4,1250
Manitoba,Inland,False,2019-04,2019,4,10
Saskatchewan,Inland,False,2019-04,2019,4,2
Alberta,Inland,False,2019-04,2019,4,110
British Columbia,Inland,False,2019-04,2019,4,200
Yukon,Inland,False,2019-04,2019,4,0
Northwest Territories,Inland,False,2019-04,2019,4,0
Nunavut,Inland,False,2019-04,2019,4,0
Province/Territory of claim not stated,Inland,False,2019-04,2019,4,0
,Inland - Total,True,2019-04,2019,4,2260
,Other Offices,False,2019-04,2019,4,2
,Total ,True,2019-04,2019,4,4315
Newfoundland and Labrador,Airport,False,2019-05,2019,5,2
Nova Scotia,Airport,False,2019-05,2019,5,0
New Brunswick,Airport,False,2019-05,2019,5,0
Quebec,Airport,False,2019-05,2019,5,325
Ontario,Airport,False,2019-05,2019,5,255
Manitoba,Airport,False,2019-05,2019,5,0
Saskatchewan,Airport,False,2019-05,2019,5,0
Alberta,Airport,False,2019-05,2019,5,2
British Columbia,Airport,False,2019-05,2019,5,25
Nunavut,Airport,False,2019-05,2019,5,0
,Airport - Total,True,2019-05,2019,5,610
Newfoundland and Labrador,Border,False,2019-05,2019,5,0
Nova Scotia,Border,False,2019-05,2019,5,0
New Brunswick,Border,False,2019-05,2019,5,0
Quebec,Border,False,2019-05,2019,5,1200
Ontario,Border,False,2019-05,2019,5,305
Manitoba,Border,False,2019-05,2019,5,30
Saskatchewan,Border,False,2019-05,2019,5,0
Alberta,Border,False,2019-05,2019,5,15
British Columbia,Border,False,2019-05,2019,5,30
Yukon,Border,False,2019-05,2019,5,0
,Border - Total,True,2019-05,2019,5,1580
Newfoundland and Labrador,Inland,False,2019-05,2019,5,0
Prince Edward Island,Inland,False,2019-05,2019,5,0
Nova Scotia,Inland,False,2019-05,2019,5,2
New Brunswick,Inland,False,2019-05,2019,5,2
Quebec,Inland,False,2019-05,2019,5,740
Ontario,Inland,False,2019-05,2019,5,1385
Manitoba,Inland,False,2019-05,2019,5,20
Saskatchewan,Inland,False,2019-05,2019,5,2
Alberta,Inland,False,2019-05,2019,5,120
British Columbia,Inland,False,2019-05,2019,5,195
Yukon,Inland,False,2019-05,2019,5,0
Northwest Territories,Inland,False,2019-05,2019,5,0
Nunavut,Inland,False,2019-05,2019,5,0
Province/Territory of claim not stated,Inland,False,2019-05,2019,5,0
,Inland - Total,True,2019-05,2019,5,2470
,Other Offices,False,2019-05,2019,5,2
,Total ,True,2019-05,2019,5,4665
Newfoundland and Labrador,Airport,False,2019-06,2019,6,2
Nova Scotia,Airport,False,2019-06,2019,6,2
New Brunswick,Airport,False,2019-06,2019,6,0
Quebec,Airport,False,2019-06,2019,6,325
Ontario,Airport,False,2019-06,2019,6,260
Manitoba,Airport,False,2019-06,2019,6,0
Saskatchewan,Airport,False,2019-06,2019,6,0
Alberta,Airport,False,2019-06,2019,6,25
British Columbia,Airport,False,2019-06,2019,6,20
Nunavut,Airport,False,2019-06,2019,6,0
,Airport - Total,True,2019-06,2019,6,630
Newfoundland and Labrador,Border,False,2019-06,2019,6,0
Nova Scotia,Border,False,2019-06,2019,6,2
New Brunswick,Border,False,2019-06,2019,6,0
Quebec,Border,False,2019-06,2019,6,1565
Ontario,Border,False,2019-06,2019,6,260
Manitoba,Border,False,2019-06,2019,6,35
Saskatchewan,Border,False,2019-06,2019,6,0
Alberta,Border,False,2019-06,2019,6,2
British Columbia,Border,False,2019-06,2019,6,30
Yukon,Border,False,2019-06,2019,6,0
,Border - Total,True,2019-06,2019,6,1900
Newfoundland and Labrador,Inland,False,2019-06,2019,6,5
Prince Edward Island,Inland,False,2019-06,2019,6,0
Nova Scotia,Inland,False,2019-06,2019,6,2
New Brunswick,Inland,False,2019-06,2019,6,0
Quebec,Inland,False,2019-06,2019,6,745
Ontario,Inland,False,2019-06,2019,6,1200
Manitoba,Inland,False,2019-06,2019,6,10
Saskatchewan,Inland,False,2019-06,2019,6,5
Alberta,Inland,False,2019-06,2019,6,115
British Columbia,Inland,False,2019-06,2019,6,220
Yukon,Inland,False,2019-06,2019,6,0
Northwest Territories,Inland,False,2019-06,2019,6,0
Nunavut,Inland,False,2019-06,2019,6,0
Province/Territory of claim not stated,Inland,False,2019-06,2019,6,0
,Inland - Total,True,2019-06,2019,6,2305
,Other Offices,False,2019-06,2019,6,2
,Total ,True,2019-06,2019,6,4840
Newfoundland and Labrador,Airport,False,2019-07,2019,7,0
Nova Scotia,Airport,False,2019-07,2019,7,0
New Brunswick,Airport,False,2019-07,2019,7,0
Quebec,Airport,False,2019-07,2019,7,385
Ontario,Airport,False,2019-07,2019,7,250
Manitoba,Airport,False,2019-07,2019,7,0
Saskatchewan,Airport,False,2019-07,2019,7,0
Alberta,Airport,False,2019-07,2019,7,5
British Columbia,Airport,False,2019-07,2019,7,35
Nunavut,Airport,False,2019-07,2019,7,0
